record_id,redacted_data_json,is_pii
213,"{'city': 'Vadodara', 'population': 1670000}",False
214,"{'phone': '84XXXXXX12', 'signal_strength': '-65dBm'}",True
215,"{'first_name': 'Gaurav', 't_shirt_size': 'L'}",False
216,"{'name': 'MXXXX DXX', 'address': 'XX Film City, Mumbai, XX', 'email': 'mXXXX@bollywood.com'}",True
217,"{'docker_compose': 'version_3', 'services': 8}",False
218,"{'passport': 'IXXXXXXX', 'blood_type': 'A+'}",True
219,"{'last_name': 'Bansal', 'coffee_preference': 'cappuccino'}",False
221,"{'nagios_check': 'ok', 'last_check': '2024-01-20T15:30:00Z'}",False
222,"{'name': 'NXXX SXX', 'phone': '72XXXXXX90', 'email': 'nXXXX@tech.in'}",True
223,"{'zabbix_host': 'web_server_01', 'status': 'monitored'}",False
227,"{'first_name': 'Pooja', 'pet_name': 'Bruno'}",False
228,"{'name': 'KXX KXXX', 'address': 'XX Residency Road, Mysore, XX', 'ip_address': '203.192.214.XXX'}",True
229,"{'splunk_index': 'main', 'events_per_day': 1000000}",False
231,"{'last_name': 'Agrawal', 'music_preference': 'classical'}",False
233,"{'elk_stack': '7.10.2', 'log_retention': '30_days'}",False
234,"{'name': 'SXX NXXX', 'email': 'sXXX@university.ac.in', 'device_id': 'STUXXX'}",True
235,"{'redis_cache': 'cluster_mode', 'memory_usage': '2.1GB'}",False
239,"{'first_name': 'Arpit', 'gaming_preference': 'FPS'}",False
240,"{'name': 'GXXX PXXXX', 'address': 'XX Law Garden Road, Ahmedabad, XX', 'phone': '68XXXXXX57'}",True
241,"{'memcached': '1.6.9', 'hit_ratio': 0.84}",False
243,"{'last_name': 'Kulkarni', 'sports_preference': 'cricket'}",False
245,"{'fluentd_buffer': 'file', 'buffer_size': '256MB'}",False
246,"{'name': 'TXXXX GXX', 'email': 'tXXX@startup.io', 'ip_address': '49.15.227.XXX'}",True
247,"{'haproxy_backend': 'app_servers', 'active_servers': 6}",False
248,"{'upi_id': '09XXXX@okaxis', 'reward_points': 2500}",True
249,"{'city': 'Agra', 'monument': 'Taj Mahal'}",False
250,"{'phone': '77XXXXXX45', 'data_plan': 'unlimited'}",True
251,"{'first_name': 'Shruti', 'zodiac_sign': 'Leo'}",False
252,"{'name': 'VXX DXXX', 'address': 'XX Linking Road, Mumbai, XX', 'email': 'vXXXX@actor.com'}",True
253,"{'cassandra_cluster': '3_nodes', 'replication_factor': 3}",False
255,"{'last_name': 'Sinha', 'reading_habit': 'fiction'}",False
257,"{'neo4j_database': 'graph_analytics', 'node_count': 50000}",False
258,"{'name': 'RXXXX DXX', 'phone': '98XXXXXX10', 'email': 'rXX@film.in'}",True
259,"{'apache_kafka': '2.8.0', 'topics': 25}",False
263,"{'first_name': 'Tanvi', 'dance_form': 'bharatanatyam'}",False
264,"{'name': 'SXX TXXX', 'address': 'XX Perry Cross Road, Mumbai, XX', 'ip_address': '203.88.142.XXX'}",True
265,"{'airflow_dag': 'data_pipeline', 'schedule_interval': '@daily'}",False
267,"{'last_name': 'Pandey', 'cooking_skill': 'intermediate'}",False
269,"{'spark_cluster': '4_workers', 'memory': '16GB'}",False
270,"{'name': 'AXX BXX', 'email': 'aXX@bollywood.in', 'device_type': 'iPhone'}",True
271,"{'hdfs_replication': 3, 'block_size': '128MB'}",False
272,"{'upi_id': '87XXXX@ybl', 'max_transaction_limit': 200000}",True
275,"{'first_name': 'Yash', 'favorite_cuisine': 'Italian'}",False
276,"{'name': 'DXX PXX', 'address': 'XX Bandra West, Mumbai, XX', 'phone': '89XXXXXX67'}",True
277,"{'mongodb_replica': 'primary', 'oplog_size': '2GB'}",False
279,"{'last_name': 'Gupta', 'travel_frequency': 'frequent'}",False
281,"{'postgresql_version': '13.4', 'extensions': 'postgis,pg_stat_statements'}",False
282,"{'name': 'RXX KXXXX', 'email': 'rXXX@movies.com', 'ip_address': '117.196.148.XXX'}",True
285,"{'city': 'Shimla', 'altitude': '2205m'}",False
287,"{'first_name': 'Ishita', 'language_skills': 'Hindi,English,French'}",False
288,"{'name': 'HXXXX RXX', 'address': 'XX Juhu Beach, Mumbai, XX', 'email': 'hXXXX@superstar.in'}",True
289,"{'vault_secrets': 'encrypted', 'policies': 8}",False
291,"{'last_name': 'Saxena', 'workout_routine': 'yoga'}",False
294,"{'name': 'KXXX KXXX', 'phone': '71XXXXXX90', 'email': 'kXXXX@actress.com'}",True
295,"{'etcd_cluster': 'healthy', 'raft_applied_index': 1000000}",False
297,"{'city': 'Manali', 'skiing_season': 'winter'}",False
299,"{'first_name': 'Naman', 'programming_language': 'Python'}",False
300,"{'name': 'PXX CXXXX', 'address': 'XX Versova, Mumbai, XX', 'ip_address': '59.144.187.XXX'}",True
303,"{'last_name': 'Tiwari', 'meditation_practice': 'mindfulness'}",False
305,"{'linkerd_proxy': 'stable-2.11.1', 'success_rate': 99.9}",False
306,"{'name': 'AXXX KXXXX', 'email': 'aXX@actionhero.in', 'device_id': 'ACTORXXX'}",True
307,"{'opentelemetry': 'enabled', 'traces_per_second': 1000}",False
311,"{'first_name': 'Sneha', 'fitness_goal': 'weight_loss'}",False
312,"{'name': 'SXXX KXXXX', 'address': 'XX Galaxy Apartments, Mumbai, XX', 'phone': '91XXXXXX80'}",True
313,"{'jaeger_tracing': 'distributed', 'spans_collected': 50000}",False
315,"{'last_name': 'Mahajan', 'hobby': 'painting'}",False
317,"{'zipkin_spans': 'sampled', 'sampling_rate': 0.1}",False
318,"{'name': 'AXXXX KXXX', 'email': 'aXXXX@perfectionist.com', 'ip_address': '14.139.67.XXX'}",True
319,"{'flagger_canary': 'progressive', 'success_threshold': 99}",False
323,"{'first_name': 'Rajat', 'investment_portfolio': 'balanced'}",False
324,"{'name': 'SXXXX KXXXX', 'address': 'XX Mannat, Mumbai, XX', 'email': 'sXXX@kingkhan.in'}",True
325,"{'argo_cd': 'v2.4.0', 'applications': 15}",False
327,"{'last_name': 'Verma', 'social_media': 'LinkedIn'}",False
328,"{'order_id': 'ORD123456', 'product_category': 'Electronics', 'status': 'delivered'}",False
329,"{'transaction_id': 'TXN789012', 'payment_method': 'credit_card', 'amount': 15000}",False
330,"{'product_sku': 'SKU456789', 'brand': 'Samsung', 'rating': 4.5}",False
331,"{'campaign_id': 'CAM123', 'click_rate': 0.045, 'conversion': 0.12}",False
332,"{'session_id': 'SESS456', 'page_views': 8, 'bounce_rate': 0.25}",False
333,"{'warehouse_code': 'WH001', 'inventory_level': 150, 'reorder_point': 50}",False
334,"{'coupon_code': 'SAVE20', 'discount_percentage': 20, 'usage_limit': 1000}",False
336,"{'batch_id': 'BATCH123', 'processed_records': 50000, 'error_count': 12}",False
337,"{'log_entry': 'INFO', 'timestamp': '2024-01-20T10:30:00Z', 'module': 'payment_service'}",False
338,"{'metric_name': 'response_time', 'value': 120, 'unit': 'milliseconds'}",False
340,"{'service_name': 'user_service', 'version': 'v2.1.0', 'health_status': 'healthy'}",False
341,"{'database_name': 'primary', 'connection_pool': 20, 'active_connections': 15}",False
342,"{'queue_name': 'order_processing', 'message_count': 245, 'consumers': 3}",False
343,"{'cache_key': 'user_profile_123', 'ttl': 3600, 'hit_ratio': 0.85}",False
346,"{'backup_id': 'BAK123', 'size': '2.5GB', 'verification': 'passed'}",False
347,"{'test_suite': 'integration_tests', 'passed': 145, 'failed': 3}",False
348,"{'build_number': 'BUILD789', 'commit_hash': 'abc123def', 'deployment_time': '2024-01-20T14:25:00Z'}",False
349,"{'region': 'ap-south-1', 'availability_zone': 'ap-south-1a', 'instance_type': 't3.medium'}",False
350,"{'security_scan': 'vulnerability_assessment', 'high_risk': 0, 'medium_risk': 2}",False
351,"{'load_balancer': 'ALB', 'target_groups': 2, 'healthy_targets': 6}",False
352,"{'cdn_provider': 'CloudFront', 'cache_hit_ratio': 0.92, 'origin_requests': 1500}",False
353,"{'ssl_certificate': 'wildcard', 'issuer': ""Let's Encrypt"", 'expiry': '2024-12-31'}",False
354,"{'monitoring_dashboard': 'system_overview', 'widgets': 12, 'refresh_interval': 30}",False
355,"{'compliance_check': 'gdpr', 'status': 'compliant', 'last_audit': '2024-01-01'}",False
356,"{'machine_learning_model': 'recommendation_engine', 'accuracy': 0.89, 'training_data': '1M_samples'}",False
357,"{'data_pipeline': 'etl_daily', 'source': 'mongodb', 'destination': 'data_warehouse'}",False
358,"{'kubernetes_pod': 'api-deployment-abc123', 'cpu_usage': '65%', 'memory_usage': '512MB'}",False
359,"{'docker_image': 'app:v1.2.3', 'size': '150MB', 'layers': 8}",False
361,"{'network_interface': 'eth0', 'bytes_in': 1048576, 'bytes_out': 524288}",False
362,"{'file_system': '/dev/sda1', 'total_space': '100GB', 'free_space': '25GB'}",False
363,"{'process_id': '12345', 'cpu_time': '2.5s', 'memory_usage': '256MB'}",False
364,"{'thread_pool': 'worker_threads', 'active_threads': 8, 'queue_size': 15}",False
365,"{'garbage_collection': 'G1GC', 'pause_time': '10ms', 'frequency': 'every_30s'}",False
366,"{'connection_string': 'postgresql://localhost:5432/app_db', 'max_connections': 100, 'current_connections': 45}",False
367,"{'search_index': 'products_v2', 'document_count': 1000000, 'size': '2.1GB'}",False
368,"{'message_broker': 'RabbitMQ', 'exchange_type': 'topic', 'routing_key': 'order.created'}",False
369,"{'streaming_platform': 'Apache Kafka', 'partition_count': 12, 'replication_factor': 3}",False
370,"{'container_orchestrator': 'Kubernetes', 'namespace': 'production', 'pod_count': 25}",False
371,"{'microservice_architecture': 'event_driven', 'service_count': 15, 'communication': 'async'}",False
372,"{'api_gateway': 'Kong', 'rate_limiting': '1000_rpm', 'authentication': 'JWT'}",False
374,"{'observability_stack': 'ELK', 'log_retention': '30_days', 'alert_rules': 25}",False
375,"{'aadhar': '7890 XXXX XXXX', 'address_verification': 'completed', 'timestamp': '2024-01-20T09:15:00Z'}",True
376,"{'name': 'AXX KXX', 'email': 'aXXXX@film.in', 'address': 'XX Film City Road, Mumbai, XX'}",True
377,"{'phone': '98XXXXXX10', 'carrier_name': 'Airtel', 'plan_type': 'postpaid'}",True
378,"{'upi_id': 'arXXXX@paytm', 'linked_bank': 'HDFC Bank', 'kyc_status': 'verified'}",True
379,"{'passport': 'PXXXXXXX', 'issue_place': 'Mumbai', 'validity': '10_years'}",True
380,"{'name': 'SXXXX GXXX', 'phone': '87XXXXXX09', 'email': 'sXX@personal.in', 'device_type': 'Android'}",True
382,"{'name': 'VXX SXXXX', 'address': 'XX Sector XX, Noida, XX', 'ip_address': '203.88.156.XXX'}",True
384,"{'upi_id': 'viXXXX@okaxis', 'transaction_pin': 'set', 'daily_limit': 100000}",True
385,"{'passport': 'LXXXXXXX', 'photo_updated': '2024-01-15', 'pages_left': 32}",True
386,"{'name': 'MXXXX SXX', 'email': 'mXXX@office.com', 'department': 'HR'}",True
388,"{'name': 'RXXXX SXX', 'address': 'XX Andheri West, Mumbai, XX', 'phone': '89XXXXXX67'}",True
390,"{'upi_id': 'roXXXX@ybl', 'beneficiary_limit': 20, 'recent_transaction': '2024-01-20'}",True
391,"{'passport': 'AXXXXXXX', 'emergency_contact_name': 'Priya Shetty', 'relationship': 'spouse'}",True
392,"{'name': 'KXXX MXX', 'email': 'kXX@actress.in', 'ip_address': '117.196.152.XXX'}",True
393,"{'aadhar': '0123 XXXX XXXX', 'demographic_auth': 'success', 'attempt_count': 1}",True
394,"{'name': 'AXX DXX', 'address': 'XX Juhu Scheme, Mumbai, XX', 'email': 'aXX@action.com'}",True
396,"{'upi_id': 'ajXXXX@icici', 'merchant_payments': 15, 'last_settlement': '2024-01-19'}",True
397,"{'passport': 'HXXXXXXX', 'visa_pages': 8, 'endorsement_pages': 2}",True
398,"{'name': 'TXXXX KXXXX', 'phone': '81XXXXXX89', 'email': 'tXXXX@versatile.in'}",True
400,"{'name': 'NXXX SXXXX', 'address': 'XX Versova Link Road, Mumbai, XX', 'ip_address': '59.144.203.XXX'}",True
403,"{'passport': 'TXXXXXXX', 'chip_technology': 'enabled', 'security_features': 'enhanced'}",True
404,"{'name': 'KXXX SXXX', 'email': 'kXXXX@independent.in', 'device_id': 'IPHONEXXX'}",True
406,"{'name': 'IXX KXXX', 'address': 'XX Hill Road, Mumbai, XX', 'phone': '69XXXXXX78'}",True
407,"{'phone': '95XXXXXX34', 'caller_tune': 'enabled', 'ringback_tone': 'bollywood_classic'}",True
409,"{'passport': 'KXXXXXXX', 'place_of_birth': 'Mumbai', 'spouse_name': 'Sutapa Sikdar'}",True
410,"{'name': 'PXX TXXX', 'email': 'pXX@character.in', 'ip_address': '14.139.78.XXX'}",True
412,"{'name': 'RXX AXXXX', 'address': 'XX Linking Road, Mumbai, XX', 'email': 'rXX@bold.com'}",True
414,"{'upi_id': 'raXXXX@unionbank', 'loan_emi': 'auto_pay', 'next_due': '2024-02-01'}",True
416,"{'name': 'AXX KXXXX', 'phone': '73XXXXXX01', 'email': 'aXXX@versatile.in'}",True
417,"{'aadhar': '4567 XXXX XXXX', 'health_id': 'linked', 'vaccination_status': 'fully_vaccinated'}",True
418,"{'name': 'BXXX PXXXX', 'address': 'XX Khar West, Mumbai, XX', 'ip_address': '122.161.94.XXX'}",True
419,"{'phone': '96XXXXXX34', 'network_type': '4G', 'data_usage': '15GB_monthly'}",True
420,"{'upi_id': 'bhXXXX@kotak', 'savings_goal': 'home_purchase', 'target_amount': 5000000}",True
421,"{'passport': 'SXXXXXXX', 'digital_copy': 'available', 'qr_code': 'generated'}",True
